Filename;Deploymentstrategy;Robots;Viewingrange;Iterations;Mangan;Distance;Mangan per Iteration;Distance per Iteration
20160809061530.txt;circle;49;50;63;90,150000;198,706618;1,430952;3,154073;
20160809035343.txt;circle;49;50;63;90,150000;198,706618;1,430952;3,154073;

Best run:
20160809035343.txt;circle;49;50;63;90,150000;198,706618;1,430952;3,154073;

Most moving of robots:
20160809061530.txt;circle;49;50;63;90,150000;198,706618;1,430952;3,154073;

